Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
31/08/2021,Madhya Pradesh,38295478,8231890,46527368,
31/08/2021,Maharashtra,43068668,15997164,59065832,
31/08/2021,Manipur,1194502,337741,1532243,
31/08/2021,Meghalaya,1025594,309254,1334848,
31/08/2021,Mizoram,670273,237474,907747,
31/08/2021,Nagaland,655037,201898,856935,
31/08/2021,Odisha,16885476,5423099,22308575,
31/08/2021,Puducherry,639752,185678,825430,
31/08/2021,Punjab,10413004,3255768,13668772,
31/08/2021,Rajasthan,33894711,10902114,44796825,
31/08/2021,Sikkim,506274,167464,673738,
31/08/2021,Tamil Nadu,26131095,6516016,32647111,
31/08/2021,Telangana,13369090,4630022,17999112,
31/08/2021,Tripura,2460629,885651,3346280,
31/08/2021,Uttar Pradesh,61439591,11702670,73142261,
31/08/2021,Uttarakhand,6484731,2031134,8515865,
31/08/2021,West Bengal,29543733,11555735,41099468,
31/08/2021,Miscellaneous,1901906,1554951,3456857,
31/08/2021,Total,503331527,150781981,654113508,
01/09/2021,Andaman and Nicobar Islands,258946,106378,365324,
01/09/2021,Andhra Pradesh,22205617,8696516,30902133,
01/09/2021,Arunachal Pradesh,728217,246455,974672,
01/09/2021,Assam,14514940,3154817,17669757,
01/09/2021,Bihar,32107341,6368810,38476151,
01/09/2021,Chandigarh,811314,312280,1123594,
01/09/2021,Chhattisgarh,10829109,3312792,14141901,
01/09/2021,Dadra and Nagar Haveli and Daman and Diu,618207,144435,762642,
01/09/2021,Delhi,9737352,3894298,13631650,
01/09/2021,Goa,1168554,426585,1595139,
01/09/2021,Gujarat,35140085,11976796,47116881,
01/09/2021,Haryana,12330520,4164361,16494881,
01/09/2021,Himachal Pradesh,5506058,1762455,7268513,
01/09/2021,Jammu and Kashmir,6326487,1874259,8200746,
01/09/2021,Jharkhand,10500111,2663196,13163307,
01/09/2021,Karnataka,32967487,10680452,43647939,
01/09/2021,Kerala,21402963,7878338,29281301,
01/09/2021,Ladakh,194086,104068,298154,
01/09/2021,Lakshadweep,52684,24330,77014,
01/09/2021,Madhya Pradesh,38843395,8433073,47276468,
01/09/2021,Maharashtra,43791110,16282390,60073500,
01/09/2021,Manipur,1196203,345173,1541376,
01/09/2021,Meghalaya,1027651,311139,1338790,
01/09/2021,Mizoram,670431,238618,909049,
01/09/2021,Nagaland,656245,206159,862404,
01/09/2021,Odisha,17083672,5519896,22603568,
01/09/2021,Puducherry,641839,187780,829619,
01/09/2021,Punjab,10562865,3308382,13871247,
01/09/2021,Rajasthan,34366328,11090043,45456371,
01/09/2021,Sikkim,506495,168273,674768,
01/09/2021,Tamil Nadu,26551039,6610027,33161066,
01/09/2021,Telangana,13406796,4658027,18064823,
01/09/2021,Tripura,2461354,888642,3349996,
01/09/2021,Uttar Pradesh,62281084,11879444,74160528,
01/09/2021,Uttarakhand,6545990,2054319,8600309,
01/09/2021,West Bengal,29905145,11709751,41614896,
01/09/2021,Miscellaneous,1901906,1554951,3456857,
01/09/2021,Total,509799626,153237708,663037334,
02/09/2021,Andaman and Nicobar Islands,260237,107011,367248,
02/09/2021,Andhra Pradesh,22280287,8757219,31037506,
02/09/2021,Arunachal Pradesh,729444,250218,979662,
02/09/2021,Assam,14694863,3206303,17901166,
02/09/2021,Bihar,32264358,6422582,38686940,
02/09/2021,Chandigarh,815595,316174,1131769,
02/09/2021,Chhattisgarh,10927879,3377265,14305144,
02/09/2021,Dadra and Nagar Haveli and Daman and Diu,619337,148100,767437,
02/09/2021,Delhi,9844043,3941423,13785466,
02/09/2021,Goa,1170547,432032,1602579,
02/09/2021,Gujarat,35586873,12242882,47829755,
02/09/2021,Haryana,12476937,4229018,16705955,
02/09/2021,Himachal Pradesh,5517168,1775858,7293026,
02/09/2021,Jammu and Kashmir,6363704,1897809,8261513,
02/09/2021,Jharkhand,10617403,2701044,13318447,
02/09/2021,Karnataka,33231681,10811850,44043531,
02/09/2021,Kerala,21489941,7933592,29423533,
02/09/2021,Ladakh,194491,106570,301061,
02/09/2021,Lakshadweep,52734,24952,77686,
02/09/2021,Madhya Pradesh,39220217,8609212,47829429,
02/09/2021,Maharashtra,44280493,16498057,60778550,
02/09/2021,Manipur,1197186,349580,1546766,
02/09/2021,Meghalaya,1030070,313363,1343433,
02/09/2021,Mizoram,671357,241093,912450,
02/09/2021,Nagaland,657004,209467,866471,
02/09/2021,Odisha,17301538,5613629,22915167,
02/09/2021,Puducherry,643537,189880,833417,
02/09/2021,Punjab,10809766,3387477,14197243,
02/09/2021,Rajasthan,34560753,11192165,45752918,
02/09/2021,Sikkim,506887,171774,678661,
02/09/2021,Tamil Nadu,26963346,6704744,33668090,
02/09/2021,Telangana,13526690,4726501,18253191,
02/09/2021,Tripura,2462687,893047,3355734,
02/09/2021,Uttar Pradesh,63688853,12128425,75817278,
02/09/2021,Uttarakhand,6606251,2082083,8688334,
02/09/2021,West Bengal,30365143,11881117,42246260,
02/09/2021,Miscellaneous,1902038,1555114,3457152,
02/09/2021,Total,515531338,155428630,670959968,
03/09/2021,Andaman and Nicobar Islands,261134,107514,368648,
03/09/2021,Andhra Pradesh,22311184,8825473,31136657,
03/09/2021,Arunachal Pradesh,730607,254158,984765,
03/09/2021,Assam,14907567,3263502,18171069,
03/09/2021,Bihar,32331445,6459557,38791002,
03/09/2021,Chandigarh,819772,320171,1139943,
03/09/2021,Chhattisgarh,10952560,3397718,14350278,
03/09/2021,Dadra and Nagar Haveli and Daman and Diu,620459,152298,772757,
03/09/2021,Delhi,9938147,3989233,13927380,
03/09/2021,Goa,1172466,437223,1609689,
03/09/2021,Gujarat,35910625,12407911,48318536,
03/09/2021,Haryana,12602757,4305975,16908732,
03/09/2021,Himachal Pradesh,5528720,1792813,7321533,
03/09/2021,Jammu and Kashmir,6397430,1916913,8314343,
03/09/2021,Jharkhand,10749584,2744628,13494212,
03/09/2021,Karnataka,33442347,10967475,44409822,
03/09/2021,Kerala,21564603,7978978,29543581,
03/09/2021,Ladakh,194853,108948,303801,
03/09/2021,Lakshadweep,52834,25575,78409,
03/09/2021,Madhya Pradesh,39331031,8670661,48001692,
03/09/2021,Maharashtra,44771037,16745100,61516137,
03/09/2021,Manipur,1198554,355902,1554456,
03/09/2021,Meghalaya,1032353,316816,1349169,
03/09/2021,Mizoram,672129,245138,917267,
03/09/2021,Nagaland,658225,213740,871965,
03/09/2021,Odisha,17563893,5728830,23292723,
03/09/2021,Puducherry,645991,193043,839034,
03/09/2021,Punjab,10904765,3425589,14330354,
03/09/2021,Rajasthan,34675134,11261793,45936927,
03/09/2021,Sikkim,507525,178714,686239,
03/09/2021,Tamil Nadu,27364627,6804356,34168983,
03/09/2021,Telangana,13624505,4799921,18424426,
03/09/2021,Tripura,2463855,896930,3360785,
03/09/2021,Uttar Pradesh,64651792,12341350,76993142,
03/09/2021,Uttarakhand,6665305,2111460,8776765,
03/09/2021,West Bengal,30744316,12044273,42788589,
03/09/2021,Miscellaneous,1902082,1555313,3457395,
03/09/2021,Total,519866213,157344992,677211205,
04/09/2021,Andaman and Nicobar Islands,262154,108224,370378,
04/09/2021,Andhra Pradesh,22353714,8909197,31262911,
04/09/2021,Arunachal Pradesh,731911,257781,989692,
04/09/2021,Assam,15100780,3322532,18423312,
04/09/2021,Bihar,32798481,6587987,39386468,
04/09/2021,Chandigarh,824569,326038,1150607,
04/09/2021,Chhattisgarh,11036481,3447118,14483599,
04/09/2021,Dadra and Nagar Haveli and Daman and Diu,621571,158661,780232,
04/09/2021,Delhi,10040997,4054808,14095805,
04/09/2021,Goa,1175334,443994,1619328,
04/09/2021,Gujarat,36131059,12524914,48655973,
04/09/2021,Haryana,12686505,4368748,17055253,
04/09/2021,Himachal Pradesh,5540141,1812443,7352584,
04/09/2021,Jammu and Kashmir,6434920,1936979,8371899,
04/09/2021,Jharkhand,10879127,2791999,13671126,
04/09/2021,Karnataka,33637174,11157883,44795057,
04/09/2021,Kerala,21599168,8016370,29615538,
04/09/2021,Ladakh,195217,110968,306185,
04/09/2021,Lakshadweep,52884,25992,78876,
04/09/2021,Madhya Pradesh,39631693,8840018,48471711,
04/09/2021,Maharashtra,45566284,17190818,62757102,
04/09/2021,Manipur,1199859,360933,1560792,
04/09/2021,Meghalaya,1033952,320795,1354747,
04/09/2021,Mizoram,673046,245670,918716,
04/09/2021,Nagaland,658637,215113,873750,
04/09/2021,Odisha,17828589,5830529,23659118,
04/09/2021,Puducherry,649400,197632,847032,
04/09/2021,Punjab,11166067,3506068,14672135,
04/09/2021,Rajasthan,35160461,11483961,46644422,
04/09/2021,Sikkim,508025,184855,692880,
04/09/2021,Tamil Nadu,27796558,6946180,34742738,
04/09/2021,Telangana,13722847,4895330,18618177,
04/09/2021,Tripura,2464917,901086,3366003,
04/09/2021,Uttar Pradesh,64755164,12753189,77508353,
04/09/2021,Uttarakhand,6713619,2141039,8854658,
04/09/2021,West Bengal,31013543,12191426,43204969,
04/09/2021,Miscellaneous,1902082,1555313,3457395,
04/09/2021,Total,524546930,160122591,684669521,
05/09/2021,Andaman and Nicobar Islands,262193,108239,370432,
05/09/2021,Andhra Pradesh,22370089,8929757,31299846,
05/09/2021,Arunachal Pradesh,732281,258857,991138,
05/09/2021,Assam,15168976,3343223,18512199,
05/09/2021,Bihar,32919022,6621856,39540878,
05/09/2021,Chandigarh,827452,328720,1156172,
05/09/2021,Chhattisgarh,11062785,3469639,14532424,
05/09/2021,Dadra and Nagar Haveli and Daman and Diu,621727,159109,780836,
05/09/2021,Delhi,10043337,4060977,14104314,
05/09/2021,Goa,1176591,449889,1626480,
05/09/2021,Gujarat,36390999,12757581,49148580,
05/09/2021,Haryana,12727755,4391377,17119132,
05/09/2021,Himachal Pradesh,5543504,1816180,7359684,
05/09/2021,Jammu and Kashmir,6451281,1944438,8395719,
05/09/2021,Jharkhand,11028928,2842558,13871486,
05/09/2021,Karnataka,33749856,11250704,45000560,
05/09/2021,Kerala,21608979,8027122,29636101,
05/09/2021,Ladakh,195221,111021,306242,
05/09/2021,Lakshadweep,52921,26153,79074,
05/09/2021,Madhya Pradesh,39739421,8892629,48632050,
05/09/2021,Maharashtra,45687825,17263513,62951338,
05/09/2021,Manipur,1200546,361867,1562413,
05/09/2021,Meghalaya,1033993,320955,1354948,
05/09/2021,Mizoram,673147,245689,918836,
05/09/2021,Nagaland,659112,216175,875287,
05/09/2021,Odisha,17881661,5850492,23732153,
05/09/2021,Puducherry,649890,198590,848480,
05/09/2021,Punjab,11312390,3592191,14904581,
05/09/2021,Rajasthan,35269169,11536515,46805684,
05/09/2021,Sikkim,508026,184865,692891,
05/09/2021,Tamil Nadu,28071442,7028034,35099476,
05/09/2021,Telangana,13742158,4925838,18667996,
05/09/2021,Tripura,2465033,901147,3366180,
05/09/2021,Uttar Pradesh,64767451,12766680,77534131,
05/09/2021,Uttarakhand,6749628,2161566,8911194,
05/09/2021,West Bengal,31134891,12260296,43395187,
05/09/2021,Miscellaneous,1902117,1555523,3457640,
05/09/2021,Total,526381797,161159965,687541762,
06/09/2021,Andaman and Nicobar Islands,263057,109226,372283,
06/09/2021,Andhra Pradesh,22673258,9349704,32022962,
06/09/2021,Arunachal Pradesh,733780,264120,997900,
06/09/2021,Assam,15395584,3403193,18798777,
06/09/2021,Bihar,34255613,7035715,41291328,
06/09/2021,Chandigarh,831673,332951,1164624,
06/09/2021,Chhattisgarh,11114713,3507887,14622600,
06/09/2021,Dadra and Nagar Haveli and Daman and Diu,622934,163666,786600,
06/09/2021,Delhi,10150005,4117239,14267244,
06/09/2021,Goa,1178673,457466,1636139,
06/09/2021,Gujarat,36755715,13020258,49775973,
06/09/2021,Haryana,12810564,4435777,17246341,
06/09/2021,Himachal Pradesh,5550531,1827309,7377840,
06/09/2021,Jammu and Kashmir,6497878,1977605,8475483,
06/09/2021,Jharkhand,11196519,2894458,14090977,
06/09/2021,Karnataka,34167026,11491703,45658729,
06/09/2021,Kerala,21616740,8042827,29659567,
06/09/2021,Ladakh,195704,112855,308559,
06/09/2021,Lakshadweep,53029,26928,79957,
06/09/2021,Madhya Pradesh,40152852,9090566,49243418,
06/09/2021,Maharashtra,46034724,17455640,63490364,
06/09/2021,Manipur,1202000,368435,1570435,
06/09/2021,Meghalaya,1036431,326397,1362828,
06/09/2021,Mizoram,674375,253437,927812,
06/09/2021,Nagaland,660683,223440,884123,
06/09/2021,Odisha,18137967,5934138,24072105,
06/09/2021,Puducherry,651499,201416,852915,
06/09/2021,Punjab,11419229,3629146,15048375,
06/09/2021,Rajasthan,35426570,11616041,47042611,
06/09/2021,Sikkim,508844,193521,702365,
06/09/2021,Tamil Nadu,28428563,7144838,35573401,
06/09/2021,Telangana,13853637,5002194,18855831,
06/09/2021,Tripura,2466273,906283,3372556,
06/09/2021,Uttar Pradesh,67673551,13204584,80878135,
06/09/2021,Uttarakhand,6794439,2194344,8988783,
06/09/2021,West Bengal,31629038,12475916,44104954,
06/09/2021,Miscellaneous,1902152,1555730,3457882,
06/09/2021,Total,534715823,164346953,699062776,
07/09/2021,Andaman and Nicobar Islands,264215,110115,374330,
07/09/2021,Andhra Pradesh,22756066,9448882,32204948,
07/09/2021,Arunachal Pradesh,734660,267459,1002119,
07/09/2021,Assam,15632623,3462349,19094972,
07/09/2021,Bihar,34959802,7254491,42214293,
07/09/2021,Chandigarh,835465,337151,1172616,
07/09/2021,Chhattisgarh,11162591,3541660,14704251,
07/09/2021,Dadra and Nagar Haveli and Daman and Diu,624022,167475,791497,
07/09/2021,Delhi,10264809,4175368,14440177,
07/09/2021,Goa,1180115,465169,1645284,
07/09/2021,Gujarat,37080162,13245724,50325886,
07/09/2021,Haryana,12930275,4493269,17423544,
07/09/2021,Himachal Pradesh,5556903,1843909,7400812,
07/09/2021,Jammu and Kashmir,6576403,2052406,8628809,
07/09/2021,Jharkhand,11342098,2941422,14283520,
07/09/2021,Karnataka,34436659,11662618,46099277,
07/09/2021,Kerala,22058364,8376173,30434537,
07/09/2021,Ladakh,196133,114551,310684,
07/09/2021,Lakshadweep,53085,27764,80849,
07/09/2021,Madhya Pradesh,40343309,9176931,49520240,
07/09/2021,Maharashtra,46432785,17645799,64078584,
07/09/2021,Manipur,1203494,373147,1576641,
07/09/2021,Meghalaya,1038796,331576,1370372,
07/09/2021,Mizoram,675308,265818,941126,
07/09/2021,Nagaland,662497,230852,893349,
07/09/2021,Odisha,18355951,6007465,24363416,
07/09/2021,Puducherry,652584,203653,856237,
07/09/2021,Punjab,11493314,3659619,15152933,
07/09/2021,Rajasthan,35610155,11746858,47357013,
07/09/2021,Sikkim,509361,201994,711355,
07/09/2021,Tamil Nadu,28765649,7250574,36016223,
07/09/2021,Telangana,13940684,5072505,19013189,
07/09/2021,Tripura,2467497,912964,3380461,
07/09/2021,Uttar Pradesh,69001007,13477757,82478764,
07/09/2021,Uttarakhand,6835661,2225886,9061547,
07/09/2021,West Bengal,32023124,12657854,44680978,
07/09/2021,Miscellaneous,1902200,1555985,3458185,
07/09/2021,Total,540557826,166985192,707543018,
08/09/2021,Andaman and Nicobar Islands,265589,110961,376550,
08/09/2021,Andhra Pradesh,22780838,9478147,32258985,
08/09/2021,Arunachal Pradesh,735800,272483,1008283,
08/09/2021,Assam,15757069,3502138,19259207,
08/09/2021,Bihar,35540837,7387538,42928375,
08/09/2021,Chandigarh,838763,341258,1180021,
08/09/2021,Chhattisgarh,11243572,3595463,14839035,
08/09/2021,Dadra and Nagar Haveli and Daman and Diu,624788,170260,795048,
08/09/2021,Delhi,10361911,4223666,14585577,
08/09/2021,Goa,1181518,471957,1653475,
08/09/2021,Gujarat,37390654,13482531,50873185,
08/09/2021,Haryana,13055959,4551683,17607642,
08/09/2021,Himachal Pradesh,5562998,1862001,7424999,
08/09/2021,Jammu and Kashmir,6630328,2143338,8773666,
08/09/2021,Jharkhand,11454993,2978895,14433888,
08/09/2021,Karnataka,34904099,11951707,46855806,
08/09/2021,Kerala,22183005,8481412,30664417,
08/09/2021,Ladakh,196554,115998,312552,
08/09/2021,Lakshadweep,53191,28640,81831,
08/09/2021,Madhya Pradesh,40761568,9398499,50160067,
08/09/2021,Maharashtra,47595826,17986150,65581976,
08/09/2021,Manipur,1204611,377919,1582530,
08/09/2021,Meghalaya,1040723,337210,1377933,
08/09/2021,Mizoram,675907,274873,950780,
08/09/2021,Nagaland,664236,238413,902649,
08/09/2021,Odisha,18558501,6089870,24648371,
08/09/2021,Puducherry,653763,205964,859727,
08/09/2021,Punjab,11698998,3711958,15410956,
08/09/2021,Rajasthan,36186863,12016323,48203186,
08/09/2021,Sikkim,509903,212380,722283,
08/09/2021,Tamil Nadu,29020727,7344888,36365615,
08/09/2021,Telangana,13972953,5102696,19075649,
08/09/2021,Tripura,2468108,916379,3384487,
08/09/2021,Uttar Pradesh,69822355,13670519,83492874,
08/09/2021,Uttarakhand,6875064,2254177,9129241,
08/09/2021,West Bengal,32522234,12856143,45378377,
08/09/2021,Miscellaneous,1902200,1555985,3458185,
08/09/2021,Total,546897006,169700422,716597428,
09/09/2021,Andaman and Nicobar Islands,267126,112124,379250,
09/09/2021,Andhra Pradesh,22795641,9498592,32294233,
09/09/2021,Arunachal Pradesh,736768,277565,1014333,
09/09/2021,Assam,15987775,3560902,19548677,
09/09/2021,Bihar,35689374,7429941,43119315,
09/09/2021,Chandigarh,841936,345132,1187068,
09/09/2021,Chhattisgarh,11257830,3610581,14868411,
09/09/2021,Dadra and Nagar Haveli and Daman and Diu,625825,174558,800383,
09/09/2021,Delhi,10463136,4275970,14739106,
09/09/2021,Goa,1183247,478432,1661679,
09/09/2021,Gujarat,37704430,13735338,51439768,
09/09/2021,Haryana,13245533,4624983,17870516,
09/09/2021,Himachal Pradesh,5568613,1882314,7450927,
09/09/2021,Jammu and Kashmir,6689231,2254308,8943539,
09/09/2021,Jharkhand,11528949,3005470,14534419,
09/09/2021,Karnataka,35031340,12059283,47090623,
09/09/2021,Kerala,22233714,8534028,30767742,
09/09/2021,Ladakh,197077,117245,314322,
09/09/2021,Lakshadweep,53317,29583,82900,
09/09/2021,Madhya Pradesh,41083747,9536587,50620334,
09/09/2021,Maharashtra,48333216,18262678,66595894,
09/09/2021,Manipur,1205563,380246,1585809,
09/09/2021,Meghalaya,1042841,344028,1386869,
09/09/2021,Mizoram,677321,286213,963534,
09/09/2021,Nagaland,665382,244910,910292,
09/09/2021,Odisha,18814411,6187972,25002383,
09/09/2021,Puducherry,654655,208193,862848,
09/09/2021,Punjab,11957909,3788391,15746300,
09/09/2021,Rajasthan,36480293,12184364,48664657,
09/09/2021,Sikkim,510045,214986,725031,
09/09/2021,Tamil Nadu,29231306,7433396,36664702,
09/09/2021,Telangana,14102360,5182972,19285332,
09/09/2021,Tripura,2469706,927404,3397110,
09/09/2021,Uttar Pradesh,70826725,13893983,84720708,
09/09/2021,Uttarakhand,6915203,2281574,9196777,
09/09/2021,West Bengal,32869253,13020751,45890004,
09/09/2021,Miscellaneous,1902322,1556469,3458791,
09/09/2021,Total,551843120,171941466,723784586,
10/09/2021,Andaman and Nicobar Islands,268265,112802,381067,
10/09/2021,Andhra Pradesh,22800819,9505988,32306807,
10/09/2021,Arunachal Pradesh,737712,283040,1020752,
10/09/2021,Assam,16209501,3620655,19830156,
10/09/2021,Bihar,36052126,7543592,43595718,
10/09/2021,Chandigarh,845085,349982,1195067,
10/09/2021,Chhattisgarh,11281827,3630778,14912605,
10/09/2021,Dadra and Nagar Haveli and Daman and Diu,626221,175745,801966,
10/09/2021,Delhi,10554086,4326718,14880804,
10/09/2021,Goa,1183247,478432,1661679,
10/09/2021,Gujarat,37977778,13953074,51930852,
10/09/2021,Haryana,13398963,4688704,18087667,
10/09/2021,Himachal Pradesh,5574225,1905926,7480151,
10/09/2021,Jammu and Kashmir,6738608,2363725,9102333,
10/09/2021,Jharkhand,11643414,3050949,14694363,
10/09/2021,Karnataka,35061622,12092242,47153864,
10/09/2021,Kerala,22635197,8797842,31433039,
10/09/2021,Ladakh,197492,118488,315980,
10/09/2021,Lakshadweep,53499,30630,84129,
10/09/2021,Madhya Pradesh,41306209,9613902,50920111,
10/09/2021,Maharashtra,48415321,18301192,66716513,
10/09/2021,Manipur,1206722,385144,1591866,
10/09/2021,Meghalaya,1045388,351769,1397157,
10/09/2021,Mizoram,678245,295019,973264,
10/09/2021,Nagaland,666906,251640,918546,
10/09/2021,Odisha,18917503,6231669,25149172,
10/09/2021,Puducherry,654961,209323,864284,
10/09/2021,Punjab,12091501,3828014,15919515,
10/09/2021,Rajasthan,36990638,12446279,49436917,
10/09/2021,Sikkim,510757,229703,740460,
10/09/2021,Tamil Nadu,29337821,7483661,36821482,
10/09/2021,Telangana,14105262,5187443,19292705,
10/09/2021,Tripura,2470655,935850,3406505,
10/09/2021,Uttar Pradesh,72068749,14169133,86237882,
10/09/2021,Uttarakhand,6953972,2309793,9263765,
10/09/2021,West Bengal,33378808,13232946,46611754,
