Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
16/08/2021,Nagaland,640924,171005,811929,
16/08/2021,Odisha,15222985,4546284,19769269,
16/08/2021,Puducherry,617839,158716,776555,
16/08/2021,Punjab,8837490,2629849,11467339,
16/08/2021,Rajasthan,28932922,9153543,38086465,
16/08/2021,Sikkim,501440,159693,661133,
16/08/2021,Tamil Nadu,22145445,4979701,27125146,
16/08/2021,Telangana,12202581,4193488,16396069,
16/08/2021,Tripura,2436491,830685,3267176,
16/08/2021,Uttar Pradesh,50440291,9366645,59806936,
16/08/2021,Uttarakhand,5582903,1748355,7331258,
16/08/2021,West Bengal,25138845,9462389,34601234,
16/08/2021,Miscellaneous,1900807,1551347,3452154,
16/08/2021,Total,431194809,123535800,554730609,
17/08/2021,Andaman and Nicobar Islands,235835,98337,334172,
17/08/2021,Andhra Pradesh,18967840,6653976,25621816,
17/08/2021,Arunachal Pradesh,704206,204773,908979,
17/08/2021,Assam,12241611,2582327,14823938,
17/08/2021,Bihar,25869605,5016297,30885902,
17/08/2021,Chandigarh,752894,256265,1009159,
17/08/2021,Chhattisgarh,10275076,2895040,13170116,
17/08/2021,Dadra and Nagar Haveli and Daman and Diu,602301,96508,698809,
17/08/2021,Delhi,8478252,3355373,11833625,
17/08/2021,Goa,1122216,342609,1464825,
17/08/2021,Gujarat,31266982,9995955,41262937,
17/08/2021,Haryana,10765575,3329359,14094934,
17/08/2021,Himachal Pradesh,5089044,1553369,6642413,
17/08/2021,Jammu and Kashmir,5640258,1611149,7251407,
17/08/2021,Jharkhand,9001854,2201788,11203642,
17/08/2021,Karnataka,27353315,8119278,35472593,
17/08/2021,Kerala,18190526,6776252,24966778,
17/08/2021,Ladakh,189909,74120,264029,
17/08/2021,Lakshadweep,51809,18408,70217,
17/08/2021,Madhya Pradesh,32259428,6244012,38503440,
17/08/2021,Maharashtra,37444743,13307700,50752443,
17/08/2021,Manipur,1177344,277036,1454380,
17/08/2021,Meghalaya,978876,263288,1242164,
17/08/2021,Mizoram,662166,221624,883790,
17/08/2021,Nagaland,642437,175040,817477,
17/08/2021,Odisha,15351717,4612351,19964068,
17/08/2021,Puducherry,620081,160375,780456,
17/08/2021,Punjab,8883609,2655532,11539141,
17/08/2021,Rajasthan,29183876,9237187,38421063,
17/08/2021,Sikkim,501993,161143,663136,
17/08/2021,Tamil Nadu,22351866,5037828,27389694,
17/08/2021,Telangana,12313591,4222707,16536298,
17/08/2021,Tripura,2438542,833679,3272221,
17/08/2021,Uttar Pradesh,51123307,9483456,60606763,
17/08/2021,Uttarakhand,5661593,1773164,7434757,
17/08/2021,West Bengal,25424857,9532936,34957793,
17/08/2021,Miscellaneous,1900922,1551733,3452655,
17/08/2021,Total,435720056,124931974,560652030,
18/08/2021,Andaman and Nicobar Islands,236656,99260,335916,
18/08/2021,Andhra Pradesh,19112443,6717911,25830354,
18/08/2021,Arunachal Pradesh,705987,206594,912581,
18/08/2021,Assam,12367622,2611929,14979551,
18/08/2021,Bihar,26440375,5145554,31585929,
18/08/2021,Chandigarh,758525,260311,1018836,
18/08/2021,Chhattisgarh,10317815,2924685,13242500,
18/08/2021,Dadra and Nagar Haveli and Daman and Diu,603824,99226,703050,
18/08/2021,Delhi,8579961,3391632,11971593,
18/08/2021,Goa,1125584,347163,1472747,
18/08/2021,Gujarat,31490761,10157470,41648231,
18/08/2021,Haryana,10849600,3372839,14222439,
18/08/2021,Himachal Pradesh,5136089,1570679,6706768,
18/08/2021,Jammu and Kashmir,5670977,1623420,7294397,
18/08/2021,Jharkhand,9119092,2235810,11354902,
18/08/2021,Karnataka,27569841,8220641,35790482,
18/08/2021,Kerala,18442543,6808722,25251265,
18/08/2021,Ladakh,190083,74851,264934,
18/08/2021,Lakshadweep,51869,18757,70626,
18/08/2021,Madhya Pradesh,32773503,6370150,39143653,
18/08/2021,Maharashtra,37801328,13465810,51267138,
18/08/2021,Manipur,1178829,284176,1463005,
18/08/2021,Meghalaya,982948,266573,1249521,
18/08/2021,Mizoram,662987,223029,886016,
18/08/2021,Nagaland,643950,177197,821147,
18/08/2021,Odisha,15489879,4684785,20174664,
18/08/2021,Puducherry,621921,161771,783692,
18/08/2021,Punjab,9060240,2723110,11783350,
18/08/2021,Rajasthan,29252296,9266105,38518401,
18/08/2021,Sikkim,502305,162332,664637,
18/08/2021,Tamil Nadu,22546418,5099903,27646321,
18/08/2021,Telangana,12332154,4227316,16559470,
18/08/2021,Tripura,2440148,835860,3276008,
18/08/2021,Uttar Pradesh,51806164,9597189,61403353,
18/08/2021,Uttarakhand,5714455,1790770,7505225,
18/08/2021,West Bengal,25622075,9611001,35233076,
18/08/2021,Miscellaneous,1900922,1551733,3452655,
18/08/2021,Total,440102169,126386264,566488433,
19/08/2021,Andaman and Nicobar Islands,236726,99292,336018,
19/08/2021,Andhra Pradesh,19235444,6810836,26046280,
19/08/2021,Arunachal Pradesh,707244,208394,915638,
19/08/2021,Assam,12529234,2650237,15179471,
19/08/2021,Bihar,26846382,5236341,32082723,
19/08/2021,Chandigarh,763758,264434,1028192,
19/08/2021,Chhattisgarh,10373446,2968914,13342360,
19/08/2021,Dadra and Nagar Haveli and Daman and Diu,604984,101785,706769,
19/08/2021,Delhi,8686703,3429839,12116542,
19/08/2021,Goa,1128598,351403,1480001,
19/08/2021,Gujarat,31773036,10244687,42017723,
19/08/2021,Haryana,10994524,3438366,14432890,
19/08/2021,Himachal Pradesh,5184454,1589495,6773949,
19/08/2021,Jammu and Kashmir,5705878,1637831,7343709,
19/08/2021,Jharkhand,9188319,2260257,11448576,
19/08/2021,Karnataka,27752732,8326627,36079359,
19/08/2021,Kerala,18696599,6839152,25535751,
19/08/2021,Ladakh,190166,75389,265555,
19/08/2021,Lakshadweep,51934,18970,70904,
19/08/2021,Madhya Pradesh,33176008,6467138,39643146,
19/08/2021,Maharashtra,37951602,13539557,51491159,
19/08/2021,Manipur,1179893,287834,1467727,
19/08/2021,Meghalaya,989794,272981,1262775,
19/08/2021,Mizoram,664714,224574,889288,
19/08/2021,Nagaland,644594,178496,823090,
19/08/2021,Odisha,15588129,4745702,20333831,
19/08/2021,Puducherry,623392,163232,786624,
19/08/2021,Punjab,9214454,2790665,12005119,
19/08/2021,Rajasthan,29492214,9368710,38860924,
19/08/2021,Sikkim,502629,163327,665956,
19/08/2021,Tamil Nadu,22725149,5163617,27888766,
19/08/2021,Telangana,12444220,4256273,16700493,
19/08/2021,Tripura,2441658,838627,3280285,
19/08/2021,Uttar Pradesh,52669567,9731134,62400701,
19/08/2021,Uttarakhand,5780488,1811372,7591860,
19/08/2021,West Bengal,25846259,9687580,35533839,
19/08/2021,Miscellaneous,1901106,1552389,3453495,
19/08/2021,Total,444486031,127795457,572281488,
20/08/2021,Andaman and Nicobar Islands,238192,99659,337851,
20/08/2021,Andhra Pradesh,19265167,6833681,26098848,
20/08/2021,Arunachal Pradesh,708608,209946,918554,
20/08/2021,Assam,12668471,2687233,15355704,
20/08/2021,Bihar,26945537,5254012,32199549,
20/08/2021,Chandigarh,768189,268210,1036399,
20/08/2021,Chhattisgarh,10400399,2993968,13394367,
20/08/2021,Dadra and Nagar Haveli and Daman and Diu,606155,105036,711191,
20/08/2021,Delhi,8778224,3460511,12238735,
20/08/2021,Goa,1131666,355705,1487371,
20/08/2021,Gujarat,31991025,10333086,42324111,
20/08/2021,Haryana,11079649,3482429,14562078,
20/08/2021,Himachal Pradesh,5215365,1600633,6815998,
20/08/2021,Jammu and Kashmir,5735458,1649882,7385340,
20/08/2021,Jharkhand,9242886,2287166,11530052,
20/08/2021,Karnataka,27892769,8387393,36280162,
20/08/2021,Kerala,18853752,6859519,25713271,
20/08/2021,Ladakh,190179,75603,265782,
20/08/2021,Lakshadweep,51953,19104,71057,
20/08/2021,Madhya Pradesh,33201741,6486540,39688281,
20/08/2021,Maharashtra,38228399,13675638,51904037,
20/08/2021,Manipur,1181171,292546,1473717,
20/08/2021,Meghalaya,995171,278467,1273638,
20/08/2021,Mizoram,665666,225827,891493,
20/08/2021,Nagaland,645828,179716,825544,
20/08/2021,Odisha,15634113,4794146,20428259,
20/08/2021,Puducherry,623835,164032,787867,
20/08/2021,Punjab,9250044,2807869,12057913,
20/08/2021,Rajasthan,29817145,9489481,39306626,
20/08/2021,Sikkim,503326,164078,667404,
20/08/2021,Tamil Nadu,22819618,5215511,28035129,
20/08/2021,Telangana,12497174,4269682,16766856,
20/08/2021,Tripura,2444101,842471,3286572,
20/08/2021,Uttar Pradesh,53315030,9834701,63149731,
20/08/2021,Uttarakhand,5830322,1826284,7656606,
20/08/2021,West Bengal,25986028,9751734,35737762,
20/08/2021,Miscellaneous,1901106,1552389,3453495,
20/08/2021,Total,447303462,128813888,576117350,
21/08/2021,Andaman and Nicobar Islands,238494,100155,338649,
21/08/2021,Andhra Pradesh,19398072,6979149,26377221,
21/08/2021,Arunachal Pradesh,709556,211368,920924,
21/08/2021,Assam,12779066,2727638,15506704,
21/08/2021,Bihar,27048961,5293511,32342472,
21/08/2021,Chandigarh,772137,272118,1044255,
21/08/2021,Chhattisgarh,10426246,3015086,13441332,
21/08/2021,Dadra and Nagar Haveli and Daman and Diu,607359,109613,716972,
21/08/2021,Delhi,8839662,3486620,12326282,
21/08/2021,Goa,1136525,363864,1500389,
21/08/2021,Gujarat,32261888,10442928,42704816,
21/08/2021,Haryana,11151583,3524011,14675594,
21/08/2021,Himachal Pradesh,5249632,1614889,6864521,
21/08/2021,Jammu and Kashmir,5765135,1660893,7426028,
21/08/2021,Jharkhand,9282236,2304638,11586874,
21/08/2021,Karnataka,28187251,8572110,36759361,
21/08/2021,Kerala,18871825,6861298,25733123,
21/08/2021,Ladakh,190402,77088,267490,
21/08/2021,Lakshadweep,51970,19198,71168,
21/08/2021,Madhya Pradesh,33553099,6583349,40136448,
21/08/2021,Maharashtra,38994650,14009863,53004513,
21/08/2021,Manipur,1182202,297035,1479237,
21/08/2021,Meghalaya,998799,282489,1281288,
21/08/2021,Mizoram,665491,225976,891467,
21/08/2021,Nagaland,646190,180259,826449,
21/08/2021,Odisha,15667847,4834058,20501905,
21/08/2021,Puducherry,624859,165626,790485,
21/08/2021,Punjab,9427904,2878996,12306900,
21/08/2021,Rajasthan,30119596,9612108,39731704,
21/08/2021,Sikkim,503480,164518,667998,
21/08/2021,Tamil Nadu,23051879,5351394,28403273,
21/08/2021,Telangana,12568129,4294280,16862409,
21/08/2021,Tripura,2445746,846611,3292357,
21/08/2021,Uttar Pradesh,53347031,10092169,63439200,
21/08/2021,Uttarakhand,5882856,1844581,7727437,
21/08/2021,West Bengal,26206635,9881166,36087801,
21/08/2021,Miscellaneous,1901257,1553074,3454331,
21/08/2021,Total,450755650,130733727,581489377,
22/08/2021,Andaman and Nicobar Islands,238632,100172,338804,
22/08/2021,Andhra Pradesh,19407158,6985274,26392432,
22/08/2021,Arunachal Pradesh,710017,211521,921538,
22/08/2021,Assam,12806451,2738154,15544605,
22/08/2021,Bihar,27085730,5300555,32386285,
22/08/2021,Chandigarh,772206,272194,1044400,
22/08/2021,Chhattisgarh,10426751,3016319,13443070,
22/08/2021,Dadra and Nagar Haveli and Daman and Diu,607380,109653,717033,
22/08/2021,Delhi,8843040,3488587,12331627,
22/08/2021,Goa,1138119,366538,1504657,
22/08/2021,Gujarat,32266693,10445262,42711955,
22/08/2021,Haryana,11157873,3527585,14685458,
22/08/2021,Himachal Pradesh,5250505,1615250,6865755,
22/08/2021,Jammu and Kashmir,5789969,1669502,7459471,
22/08/2021,Jharkhand,9321625,2316912,11638537,
22/08/2021,Karnataka,28316291,8646776,36963067,
22/08/2021,Kerala,18958776,6870011,25828787,
22/08/2021,Ladakh,190402,77093,267495,
22/08/2021,Lakshadweep,52015,19412,71427,
22/08/2021,Madhya Pradesh,33570004,6585575,40155579,
22/08/2021,Maharashtra,39069171,14040408,53109579,
22/08/2021,Manipur,1182619,297944,1480563,
22/08/2021,Meghalaya,999091,282596,1281687,
22/08/2021,Mizoram,665740,225941,891681,
22/08/2021,Nagaland,646381,180500,826881,
22/08/2021,Odisha,15674355,4836796,20511151,
22/08/2021,Puducherry,625247,166465,791712,
22/08/2021,Punjab,9434218,2882556,12316774,
22/08/2021,Rajasthan,30133754,9616744,39750498,
22/08/2021,Sikkim,503569,164593,668162,
22/08/2021,Tamil Nadu,23201583,5420622,28622205,
22/08/2021,Telangana,12571034,4297875,16868909,
22/08/2021,Tripura,2446263,846727,3292990,
22/08/2021,Uttar Pradesh,53392600,10097742,63490342,
22/08/2021,Uttarakhand,5884620,1845616,7730236,
22/08/2021,West Bengal,26272395,9917517,36189912,
22/08/2021,Miscellaneous,1901257,1553074,3454331,
22/08/2021,Total,451513534,131036061,582549595,
23/08/2021,Andaman and Nicobar Islands,241644,101276,342920,
23/08/2021,Andhra Pradesh,19537294,7080678,26617972,
23/08/2021,Arunachal Pradesh,711695,213308,925003,
23/08/2021,Assam,13029750,2797117,15826867,
23/08/2021,Bihar,27418434,5390034,32808468,
23/08/2021,Chandigarh,777153,276138,1053291,
23/08/2021,Chhattisgarh,10458702,3047371,13506073,
23/08/2021,Dadra and Nagar Haveli and Daman and Diu,608777,113668,722445,
23/08/2021,Delhi,8943199,3531692,12474891,
23/08/2021,Goa,1142024,371291,1513315,
23/08/2021,Gujarat,32619025,10592128,43211153,
23/08/2021,Haryana,11255071,3583438,14838509,
23/08/2021,Himachal Pradesh,5283827,1634501,6918328,
23/08/2021,Jammu and Kashmir,5846542,1694854,7541396,
23/08/2021,Jharkhand,9446948,2356283,11803231,
23/08/2021,Karnataka,28701547,8835665,37537212,
23/08/2021,Kerala,19323498,6948318,26271816,
23/08/2021,Ladakh,190799,79877,270676,
23/08/2021,Lakshadweep,52100,19815,71915,
23/08/2021,Madhya Pradesh,33592729,6601502,40194231,
23/08/2021,Maharashtra,39635783,14269913,53905696,
23/08/2021,Manipur,1184277,303691,1487968,
23/08/2021,Meghalaya,1003694,287084,1290778,
23/08/2021,Mizoram,666271,227831,894102,
23/08/2021,Nagaland,647598,183813,831411,
23/08/2021,Odisha,15841387,4901145,20742532,
23/08/2021,Puducherry,627049,168711,795760,
23/08/2021,Punjab,9493006,2908131,12401137,
23/08/2021,Rajasthan,30289979,9677263,39967242,
23/08/2021,Sikkim,504063,165098,669161,
23/08/2021,Tamil Nadu,23488856,5552882,29041738,
23/08/2021,Telangana,12670665,4327906,16998571,
23/08/2021,Tripura,2448217,853705,3301922,
23/08/2021,Uttar Pradesh,54026148,10201807,64227955,
23/08/2021,Uttarakhand,5958754,1868470,7827224,
23/08/2021,West Bengal,26583407,10126854,36710261,
23/08/2021,Miscellaneous,1901297,1553338,3454635,
23/08/2021,Total,456151209,132846596,588997805,
24/08/2021,Andaman and Nicobar Islands,244623,102072,346695,
24/08/2021,Andhra Pradesh,19683430,7196957,26880387,
24/08/2021,Arunachal Pradesh,712975,215096,928071,
24/08/2021,Assam,13248139,2848557,16096696,
24/08/2021,Bihar,27594430,5446413,33040843,
24/08/2021,Chandigarh,781165,280239,1061404,
24/08/2021,Chhattisgarh,10477664,3066819,13544483,
24/08/2021,Dadra and Nagar Haveli and Daman and Diu,609992,117810,727802,
24/08/2021,Delhi,9045549,3574598,12620147,
24/08/2021,Goa,1145426,376407,1521833,
24/08/2021,Gujarat,32935352,10732644,43667996,
24/08/2021,Haryana,11410922,3651033,15061955,
24/08/2021,Himachal Pradesh,5317700,1655069,6972769,
24/08/2021,Jammu and Kashmir,5895229,1717652,7612881,
24/08/2021,Jharkhand,9587108,2392889,11979997,
24/08/2021,Karnataka,28941955,8978770,37920725,
24/08/2021,Kerala,19547235,7049010,26596245,
24/08/2021,Ladakh,191241,84465,275706,
24/08/2021,Lakshadweep,52151,20210,72361,
24/08/2021,Madhya Pradesh,33599779,6605296,40205075,
24/08/2021,Maharashtra,40004541,14456478,54461019,
24/08/2021,Manipur,1185332,306939,1492271,
24/08/2021,Meghalaya,1007785,290695,1298480,
24/08/2021,Mizoram,667563,229581,897144,
24/08/2021,Nagaland,649055,187263,836318,
24/08/2021,Odisha,15982115,4971165,20953280,
24/08/2021,Puducherry,628562,170639,799201,
24/08/2021,Punjab,9745396,2994797,12740193,
24/08/2021,Rajasthan,30757852,9841663,40599515,
24/08/2021,Sikkim,504320,165451,669771,
24/08/2021,Tamil Nadu,23757677,5656347,29414024,
24/08/2021,Telangana,12774060,4360097,17134157,
24/08/2021,Tripura,2450268,859674,3309942,
24/08/2021,Uttar Pradesh,54879964,10343473,65223437,
24/08/2021,Uttarakhand,6025170,1891225,7916395,
24/08/2021,West Bengal,26859543,10310410,37169953,
24/08/2021,Miscellaneous,1901515,1553907,3455422,
24/08/2021,Total,460802783,134701810,595504593,
25/08/2021,Andaman and Nicobar Islands,247534,103030,350564,
25/08/2021,Andhra Pradesh,19797328,7300663,27097991,
25/08/2021,Arunachal Pradesh,714611,217783,932394,
25/08/2021,Assam,13360859,2879165,16240024,
25/08/2021,Bihar,28156188,5570320,33726508,
25/08/2021,Chandigarh,784984,284352,1069336,
25/08/2021,Chhattisgarh,10504132,3088462,13592594,
25/08/2021,Dadra and Nagar Haveli and Daman and Diu,611227,121517,732744,
25/08/2021,Delhi,9112787,3606507,12719294,
25/08/2021,Goa,1148528,380937,1529465,
25/08/2021,Gujarat,33117306,10890762,44008068,
25/08/2021,Haryana,11473920,3687734,15161654,
25/08/2021,Himachal Pradesh,5356000,1673863,7029863,
25/08/2021,Jammu and Kashmir,5930710,1732691,7663401,
25/08/2021,Jharkhand,9713149,2425027,12138176,
25/08/2021,Karnataka,29293552,9156983,38450535,
25/08/2021,Kerala,19852729,7160242,27012971,
25/08/2021,Ladakh,191651,87924,279575,
25/08/2021,Lakshadweep,52229,20715,72944,
25/08/2021,Madhya Pradesh,35489380,7148583,42637963,
25/08/2021,Maharashtra,40270837,14594471,54865308,
25/08/2021,Manipur,1186693,313345,1500038,
25/08/2021,Meghalaya,1011377,293957,1305334,
25/08/2021,Mizoram,668137,230835,898972,
25/08/2021,Nagaland,650207,189789,839996,
25/08/2021,Odisha,16055088,5022415,21077503,
25/08/2021,Puducherry,630266,172739,803005,
25/08/2021,Punjab,9817886,3027458,12845344,
25/08/2021,Rajasthan,31160170,9972383,41132553,
25/08/2021,Sikkim,504634,165706,670340,
25/08/2021,Tamil Nadu,24033337,5757196,29790533,
25/08/2021,Telangana,12810399,4373019,17183418,
25/08/2021,Tripura,2451748,864002,3315750,
25/08/2021,Uttar Pradesh,55594890,10487559,66082449,
25/08/2021,Uttarakhand,6074762,1909954,7984716,
25/08/2021,West Bengal,27150037,10499392,37649429,
25/08/2021,Miscellaneous,1901587,1554136,3455723,
25/08/2021,Total,466880859,136965616,603846475,
26/08/2021,Andaman and Nicobar Islands,249788,103491,353279,
26/08/2021,Andhra Pradesh,20000725,7462238,27462963,
26/08/2021,Arunachal Pradesh,716111,221003,937114,
26/08/2021,Assam,13561304,2925902,16487206,
26/08/2021,Bihar,28577881,5665356,34243237,
26/08/2021,Chandigarh,789037,288568,1077605,
26/08/2021,Chhattisgarh,10573241,3133789,13707030,
26/08/2021,Dadra and Nagar Haveli and Daman and Diu,612113,124820,736933,
26/08/2021,Delhi,9223738,3654648,12878386,
26/08/2021,Goa,1151573,385896,1537469,
26/08/2021,Gujarat,33510367,11070444,44580811,
26/08/2021,Haryana,11535203,3730663,15265866,
26/08/2021,Himachal Pradesh,5395597,1693435,7089032,
26/08/2021,Jammu and Kashmir,5963932,1746706,7710638,
26/08/2021,Jharkhand,9805160,2452620,12257780,
26/08/2021,Karnataka,29593337,9315953,38909290,
26/08/2021,Kerala,20012643,7252572,27265215,
26/08/2021,Ladakh,192074,91225,283299,
26/08/2021,Lakshadweep,52306,21347,73653,
26/08/2021,Madhya Pradesh,36860575,7641196,44501771,
26/08/2021,Maharashtra,40573317,14758347,55331664,
26/08/2021,Manipur,1187651,316030,1503681,
26/08/2021,Meghalaya,1014564,297427,1311991,
26/08/2021,Mizoram,668821,231518,900339,
26/08/2021,Nagaland,650884,191746,842630,
26/08/2021,Odisha,16135732,5071162,21206894,
26/08/2021,Puducherry,631646,174570,806216,
26/08/2021,Punjab,10034669,3098604,13133273,
26/08/2021,Rajasthan,31612667,10120229,41732896,
26/08/2021,Sikkim,504968,166158,671126,
26/08/2021,Tamil Nadu,24389276,5905023,30294299,
26/08/2021,Telangana,12921816,4411050,17332866,
26/08/2021,Tripura,2453894,870446,3324340,
26/08/2021,Uttar Pradesh,56219796,10627522,66847318,
26/08/2021,Uttarakhand,6155569,1932219,8087788,
26/08/2021,West Bengal,27405125,10661444,38066569,
26/08/2021,Miscellaneous,1901673,1554402,3456075,
26/08/2021,Total,472838773,139369769,612208542,
27/08/2021,Andaman and Nicobar Islands,251619,104010,355629,
27/08/2021,Andhra Pradesh,20166963,7630986,27797949,
27/08/2021,Arunachal Pradesh,718289,225272,943561,
27/08/2021,Assam,13776584,2974963,16751547,
27/08/2021,Bihar,29078696,5781642,34860338,
27/08/2021,Chandigarh,793611,294231,1087842,
27/08/2021,Chhattisgarh,10614853,3160953,13775806,
27/08/2021,Dadra and Nagar Haveli and Daman and Diu,613532,128838,742370,
27/08/2021,Delhi,9328246,3703892,13032138,
27/08/2021,Goa,1154536,391811,1546347,
27/08/2021,Gujarat,33860052,11231359,45091411,
27/08/2021,Haryana,11962765,3960191,15922956,
27/08/2021,Himachal Pradesh,5432250,1711428,7143678,
27/08/2021,Jammu and Kashmir,5997062,1757260,7754322,
27/08/2021,Jharkhand,9884023,2476908,12360931,
27/08/2021,Karnataka,30368142,9660804,40028946,
27/08/2021,Kerala,20362841,7388807,27751648,
27/08/2021,Ladakh,192411,93658,286069,
27/08/2021,Lakshadweep,52370,21939,74309,
27/08/2021,Madhya Pradesh,36935919,7668669,44604588,
27/08/2021,Maharashtra,41236695,15095680,56332375,
27/08/2021,Manipur,1189275,322107,1511382,
27/08/2021,Meghalaya,1017942,300838,1318780,
27/08/2021,Mizoram,669369,233563,902932,
27/08/2021,Nagaland,652171,194035,846206,
27/08/2021,Odisha,16330087,5163044,21493131,
27/08/2021,Puducherry,633067,176557,809624,
27/08/2021,Punjab,10108925,3131238,13240163,
27/08/2021,Rajasthan,31981604,10251997,42233601,
27/08/2021,Sikkim,505405,166510,671915,
27/08/2021,Tamil Nadu,24728772,6045765,30774537,
27/08/2021,Telangana,13022500,4457070,17479570,
27/08/2021,Tripura,2455633,872619,3328252,
27/08/2021,Uttar Pradesh,58903342,10948748,69852090,
27/08/2021,Uttarakhand,6239680,1954548,8194228,
27/08/2021,West Bengal,27755795,10876093,38631888,
27/08/2021,Miscellaneous,1901673,1554402,3456075,
27/08/2021,Total,480876699,142112435,622989134,
29/08/2021,Andaman and Nicobar Islands,254459,104851,359310,
29/08/2021,Andhra Pradesh,20884776,8054513,28939289,
29/08/2021,Arunachal Pradesh,721074,232059,953133,
29/08/2021,Assam,14069853,3041679,17111532,
29/08/2021,Bihar,29545525,5908592,35454117,
29/08/2021,Chandigarh,799733,302728,1102461,
29/08/2021,Chhattisgarh,10696986,3220923,13917909,
29/08/2021,Dadra and Nagar Haveli and Daman and Diu,615190,135647,750837,
29/08/2021,Delhi,9452898,3775941,13228839,
29/08/2021,Goa,1160765,406565,1567330,
29/08/2021,Gujarat,34146871,11361112,45507983,
29/08/2021,Haryana,12127047,4064907,16191954,
29/08/2021,Himachal Pradesh,5466716,1730543,7197259,
29/08/2021,Jammu and Kashmir,6096360,1793209,7889569,
29/08/2021,Jharkhand,10067659,2537251,12604910,
29/08/2021,Karnataka,31045670,10001488,41047158,
29/08/2021,Kerala,20645882,7506612,28152494,
29/08/2021,Ladakh,192771,96671,289442,
29/08/2021,Lakshadweep,52501,23147,75648,
29/08/2021,Madhya Pradesh,37583351,7944624,45527975,
29/08/2021,Maharashtra,41731841,15434981,57166822,
29/08/2021,Manipur,1191378,328652,1520030,
29/08/2021,Meghalaya,1020349,303816,1324165,
29/08/2021,Mizoram,669582,234012,903594,
29/08/2021,Nagaland,652658,194931,847589,
29/08/2021,Odisha,16528398,5265747,21794145,
29/08/2021,Puducherry,635720,180846,816566,
29/08/2021,Punjab,10174312,3170375,13344687,
29/08/2021,Rajasthan,33088445,10624827,43713272,
29/08/2021,Sikkim,505665,166751,672416,
29/08/2021,Tamil Nadu,25320506,6281760,31602266,
29/08/2021,Telangana,13170051,4537430,17707481,
29/08/2021,Tripura,2458222,878522,3336744,
29/08/2021,Uttar Pradesh,59147931,11333234,70481165,
29/08/2021,Uttarakhand,6385413,1997908,8383321,
29/08/2021,West Bengal,28297952,11143625,39441577,
29/08/2021,Miscellaneous,1901778,1554591,3456369,
29/08/2021,Total,488506288,145875070,634381358,
30/08/2021,Andaman and Nicobar Islands,255805,105042,360847,
30/08/2021,Andhra Pradesh,21143068,8187068,29330136,
30/08/2021,Arunachal Pradesh,723981,238143,962124,
30/08/2021,Assam,14215451,3077839,17293290,
30/08/2021,Bihar,29616973,5926379,35543352,
30/08/2021,Chandigarh,802978,304865,1107843,
30/08/2021,Chhattisgarh,10712560,3236095,13948655,
30/08/2021,Dadra and Nagar Haveli and Daman and Diu,616320,138360,754680,
30/08/2021,Delhi,9559709,3822954,13382663,
30/08/2021,Goa,1163632,413219,1576851,
30/08/2021,Gujarat,34148396,11363015,45511411,
30/08/2021,Haryana,12140539,4077091,16217630,
30/08/2021,Himachal Pradesh,5472735,1733724,7206459,
30/08/2021,Jammu and Kashmir,6159275,1812630,7971905,
30/08/2021,Jharkhand,10185016,2571939,12756955,
30/08/2021,Karnataka,31582267,10191366,41773633,
30/08/2021,Kerala,20980413,7656753,28637166,
30/08/2021,Ladakh,193273,99496,292769,
30/08/2021,Lakshadweep,52520,23372,75892,
30/08/2021,Madhya Pradesh,37597750,7963043,45560793,
30/08/2021,Maharashtra,42437256,15768004,58205260,
30/08/2021,Manipur,1192867,331978,1524845,
30/08/2021,Meghalaya,1023176,307076,1330252,
30/08/2021,Mizoram,669821,235748,905569,
30/08/2021,Nagaland,653333,196920,850253,
30/08/2021,Odisha,16697926,5322736,22020662,
30/08/2021,Puducherry,637881,183458,821339,
30/08/2021,Punjab,10217165,3185070,13402235,
30/08/2021,Rajasthan,33231287,10680171,43911458,
30/08/2021,Sikkim,505789,166869,672658,
30/08/2021,Tamil Nadu,25725153,6407270,32132423,
30/08/2021,Telangana,13290142,4590905,17881047,
30/08/2021,Tripura,2459025,879902,3338927,
30/08/2021,Uttar Pradesh,60065480,11483906,71549386,
30/08/2021,Uttarakhand,6414077,2006088,8420165,
30/08/2021,West Bengal,28575948,11264794,39840742,
30/08/2021,Miscellaneous,1901778,1554591,3456369,
30/08/2021,Total,493020765,147507879,640528644,
31/08/2021,Andaman and Nicobar Islands,257495,105802,363297,
31/08/2021,Andhra Pradesh,21985105,8594335,30579440,
31/08/2021,Arunachal Pradesh,726439,242902,969341,
31/08/2021,Assam,14423801,3127608,17551409,
31/08/2021,Bihar,31740899,6278275,38019174,
31/08/2021,Chandigarh,807066,308389,1115455,
31/08/2021,Chhattisgarh,10750668,3260138,14010806,
31/08/2021,Dadra and Nagar Haveli and Daman and Diu,617181,141149,758330,
31/08/2021,Delhi,9657438,3861137,13518575,
31/08/2021,Goa,1166207,420359,1586566,
31/08/2021,Gujarat,34696836,11687614,46384450,
31/08/2021,Haryana,12254363,4124552,16378915,
31/08/2021,Himachal Pradesh,5492938,1749118,7242056,
31/08/2021,Jammu and Kashmir,6252120,1848071,8100191,
31/08/2021,Jharkhand,10335935,2614284,12950219,
31/08/2021,Karnataka,32054742,10361122,42415864,
31/08/2021,Kerala,21286465,7805599,29092064,
31/08/2021,Ladakh,193686,101990,295676,
31/08/2021,Lakshadweep,52599,23814,76413,
